date,series_id,category_zh,category_en,value,period,footnotes
2003-02,CUUR0000SERA01,电视机,Televisions,3633.0,M02,
2003-03,CUUR0000SERA01,电视机,Televisions,3590.5,M03,
2003-04,CUUR0000SERA01,电视机,Televisions,3546.0,M04,
2003-05,CUUR0000SERA01,电视机,Televisions,3462.2,M05,
2003-06,CUUR0000SERA01,电视机,Televisions,3404.8,M06,
2003-07,CUUR0000SERA01,电视机,Televisions,3359.0,M07,
2003-08,CUUR0000SERA01,电视机,Televisions,3281.4,M08,
2003-09,CUUR0000SERA01,电视机,Televisions,3244.6,M09,
2003-10,CUUR0000SERA01,电视机,Televisions,3208.1,M10,
2003-11,CUUR0000SERA01,电视机,Televisions,3195.9,M11,
2003-12,CUUR0000SERA01,电视机,Televisions,3155.3,M12,
2004-01,CUUR0000SERA01,电视机,Televisions,3114.6,M01,
2004-02,CUUR0000SERA01,电视机,Televisions,3085.5,M02,
2004-03,CUUR0000SERA01,电视机,Televisions,3059.9,M03,
2004-04,CUUR0000SERA01,电视机,Televisions,3014.9,M04,
2004-05,CUUR0000SERA01,电视机,Televisions,2953.2,M05,
2004-06,CUUR0000SERA01,电视机,Televisions,2899.5,M06,
2004-07,CUUR0000SERA01,电视机,Televisions,2864.8,M07,
2004-08,CUUR0000SERA01,电视机,Televisions,2851.2,M08,
2004-09,CUUR0000SERA01,电视机,Televisions,2838.6,M09,
2004-10,CUUR0000SERA01,电视机,Televisions,2828.9,M10,
2004-11,CUUR0000SERA01,电视机,Televisions,2785.5,M11,
2004-12,CUUR0000SERA01,电视机,Televisions,2765.4,M12,
2005-01,CUUR0000SERA01,电视机,Televisions,2750.0,M01,
2005-02,CUUR0000SERA01,电视机,Televisions,2728.3,M02,
2005-03,CUUR0000SERA01,电视机,Televisions,2709.5,M03,
2005-04,CUUR0000SERA01,电视机,Televisions,2684.6,M04,
2005-05,CUUR0000SERA01,电视机,Televisions,2683.7,M05,
2005-06,CUUR0000SERA01,电视机,Televisions,2625.4,M06,
2005-07,CUUR0000SERA01,电视机,Televisions,2592.7,M07,
2005-08,CUUR0000SERA01,电视机,Televisions,2526.1,M08,
2005-09,CUUR0000SERA01,电视机,Televisions,2505.7,M09,
2005-10,CUUR0000SERA01,电视机,Televisions,2466.3,M10,
2005-11,CUUR0000SERA01,电视机,Televisions,2385.8,M11,
2005-12,CUUR0000SERA01,电视机,Televisions,2365.6,M12,
2006-01,CUUR0000SERA01,电视机,Televisions,2373.2,M01,
2006-02,CUUR0000SERA01,电视机,Televisions,2359.9,M02,
2006-03,CUUR0000SERA01,电视机,Televisions,2371.6,M03,
2006-04,CUUR0000SERA01,电视机,Televisions,2358.0,M04,
2006-05,CUUR0000SERA01,电视机,Televisions,2304.2,M05,
2006-06,CUUR0000SERA01,电视机,Televisions,2217.2,M06,
2006-07,CUUR0000SERA01,电视机,Televisions,2177.3,M07,
2006-08,CUUR0000SERA01,电视机,Televisions,2122.6,M08,
2006-09,CUUR0000SERA01,电视机,Televisions,2067.1,M09,
2006-10,CUUR0000SERA01,电视机,Televisions,2001.7,M10,
2006-11,CUUR0000SERA01,电视机,Televisions,1886.9,M11,
2006-12,CUUR0000SERA01,电视机,Televisions,1831.2,M12,
2007-01,CUUR0000SERA01,电视机,Televisions,1796.247,M01,
2007-02,CUUR0000SERA01,电视机,Televisions,1795.753,M02,
2007-03,CUUR0000SERA01,电视机,Televisions,1760.976,M03,
2007-04,CUUR0000SERA01,电视机,Televisions,1744.017,M04,
2007-05,CUUR0000SERA01,电视机,Televisions,1687.391,M05,
2007-06,CUUR0000SERA01,电视机,Televisions,1669.351,M06,
2007-07,CUUR0000SERA01,电视机,Televisions,1624.179,M07,
2007-08,CUUR0000SERA01,电视机,Televisions,1571.127,M08,
2007-09,CUUR0000SERA01,电视机,Televisions,1550.704,M09,
2007-10,CUUR0000SERA01,电视机,Televisions,1561.182,M10,
2007-11,CUUR0000SERA01,电视机,Televisions,1528.934,M11,
2007-12,CUUR0000SERA01,电视机,Televisions,1494.278,M12,
2008-01,CUUR0000SERA01,电视机,Televisions,1479.044,M01,
2008-02,CUUR0000SERA01,电视机,Televisions,1459.168,M02,
2008-03,CUUR0000SERA01,电视机,Televisions,1439.385,M03,
2008-04,CUUR0000SERA01,电视机,Televisions,1444.659,M04,
2008-05,CUUR0000SERA01,电视机,Televisions,1404.545,M05,
2008-06,CUUR0000SERA01,电视机,Televisions,1378.197,M06,
2008-07,CUUR0000SERA01,电视机,Televisions,1358.614,M07,
2008-08,CUUR0000SERA01,电视机,Televisions,1339.864,M08,
2008-09,CUUR0000SERA01,电视机,Televisions,1308.016,M09,
2008-10,CUUR0000SERA01,电视机,Televisions,1275.827,M10,
2008-11,CUUR0000SERA01,电视机,Televisions,1241.993,M11,
2008-12,CUUR0000SERA01,电视机,Televisions,1204.809,M12,
2009-01,CUUR0000SERA01,电视机,Televisions,1171.741,M01,
2009-02,CUUR0000SERA01,电视机,Televisions,1152.33,M02,
2009-03,CUUR0000SERA01,电视机,Televisions,1139.077,M03,
2009-04,CUUR0000SERA01,电视机,Televisions,1136.913,M04,
2009-05,CUUR0000SERA01,电视机,Televisions,1090.637,M05,
2009-06,CUUR0000SERA01,电视机,Televisions,1054.542,M06,
2009-07,CUUR0000SERA01,电视机,Televisions,1021.701,M07,
2009-08,CUUR0000SERA01,电视机,Televisions,997.213,M08,
2009-09,CUUR0000SERA01,电视机,Televisions,950.777,M09,
2009-10,CUUR0000SERA01,电视机,Televisions,902.237,M10,
2009-11,CUUR0000SERA01,电视机,Televisions,895.176,M11,
2009-12,CUUR0000SERA01,电视机,Televisions,874.321,M12,
2010-01,CUUR0000SERA01,电视机,Televisions,848.127,M01,
2010-02,CUUR0000SERA01,电视机,Televisions,816.758,M02,
2010-03,CUUR0000SERA01,电视机,Televisions,817.239,M03,
2010-04,CUUR0000SERA01,电视机,Televisions,820.482,M04,
2010-05,CUUR0000SERA01,电视机,Televisions,798.642,M05,
2010-06,CUUR0000SERA01,电视机,Televisions,791.251,M06,
2010-07,CUUR0000SERA01,电视机,Televisions,774.605,M07,
2010-08,CUUR0000SERA01,电视机,Televisions,753.47,M08,
2010-09,CUUR0000SERA01,电视机,Televisions,743.61,M09,
2010-10,CUUR0000SERA01,电视机,Televisions,732.558,M10,
2010-11,CUUR0000SERA01,电视机,Televisions,722.104,M11,
2010-12,CUUR0000SERA01,电视机,Televisions,707.673,M12,
2011-01,CUUR0000SERA01,电视机,Televisions,697.068,M01,
2011-02,CUUR0000SERA01,电视机,Televisions,693.219,M02,
2011-03,CUUR0000SERA01,电视机,Televisions,692.663,M03,
2011-04,CUUR0000SERA01,电视机,Televisions,687.13,M04,
2011-05,CUUR0000SERA01,电视机,Televisions,663.068,M05,
2011-06,CUUR0000SERA01,电视机,Televisions,658.797,M06,
2011-07,CUUR0000SERA01,电视机,Televisions,642.132,M07,
2011-08,CUUR0000SERA01,电视机,Televisions,624.271,M08,
2011-09,CUUR0000SERA01,电视机,Televisions,612.671,M09,
2011-10,CUUR0000SERA01,电视机,Televisions,604.97,M10,
2011-11,CUUR0000SERA01,电视机,Televisions,588.998,M11,
2011-12,CUUR0000SERA01,电视机,Televisions,586.401,M12,
2012-01,CUUR0000SERA01,电视机,Televisions,579.823,M01,
2012-02,CUUR0000SERA01,电视机,Televisions,571.895,M02,
2012-03,CUUR0000SERA01,电视机,Televisions,563.18,M03,
2012-04,CUUR0000SERA01,电视机,Televisions,552.434,M04,
2012-05,CUUR0000SERA01,电视机,Televisions,545.956,M05,
2012-06,CUUR0000SERA01,电视机,Televisions,529.959,M06,
2012-07,CUUR0000SERA01,电视机,Televisions,516.863,M07,
2012-08,CUUR0000SERA01,电视机,Televisions,512.143,M08,
2012-09,CUUR0000SERA01,电视机,Televisions,501.279,M09,
2012-10,CUUR0000SERA01,电视机,Televisions,494.949,M10,
2012-11,CUUR0000SERA01,电视机,Televisions,488.402,M11,
2012-12,CUUR0000SERA01,电视机,Televisions,483.662,M12,
2013-01,CUUR0000SERA01,电视机,Televisions,480.684,M01,
2013-02,CUUR0000SERA01,电视机,Televisions,473.328,M02,
2013-03,CUUR0000SERA01,电视机,Televisions,467.78,M03,
2013-04,CUUR0000SERA01,电视机,Televisions,456.375,M04,
2013-05,CUUR0000SERA01,电视机,Televisions,459.723,M05,
2013-06,CUUR0000SERA01,电视机,Televisions,453.779,M06,
2013-07,CUUR0000SERA01,电视机,Televisions,438.773,M07,
2013-08,CUUR0000SERA01,电视机,Televisions,432.666,M08,
2013-09,CUUR0000SERA01,电视机,Televisions,425.527,M09,
2013-10,CUUR0000SERA01,电视机,Televisions,423.909,M10,
2013-11,CUUR0000SERA01,电视机,Televisions,421.521,M11,
2013-12,CUUR0000SERA01,电视机,Televisions,416.263,M12,
2014-01,CUUR0000SERA01,电视机,Televisions,415.584,M01,
2014-02,CUUR0000SERA01,电视机,Televisions,413.687,M02,
2014-03,CUUR0000SERA01,电视机,Televisions,408.22,M03,
2014-04,CUUR0000SERA01,电视机,Televisions,403.144,M04,
2014-05,CUUR0000SERA01,电视机,Televisions,395.175,M05,
2014-06,CUUR0000SERA01,电视机,Televisions,385.865,M06,
2014-07,CUUR0000SERA01,电视机,Televisions,373.06,M07,
2014-08,CUUR0000SERA01,电视机,Televisions,371.18,M08,
2014-09,CUUR0000SERA01,电视机,Televisions,366.887,M09,
2014-10,CUUR0000SERA01,电视机,Televisions,364.27,M10,
2014-11,CUUR0000SERA01,电视机,Televisions,353.295,M11,
2014-12,CUUR0000SERA01,电视机,Televisions,346.567,M12,
2015-01,CUUR0000SERA01,电视机,Televisions,346.17,M01,
2015-02,CUUR0000SERA01,电视机,Televisions,346.302,M02,
2015-03,CUUR0000SERA01,电视机,Televisions,346.103,M03,
2015-04,CUUR0000SERA01,电视机,Televisions,337.925,M04,
2015-05,CUUR0000SERA01,电视机,Televisions,337.969,M05,
2015-06,CUUR0000SERA01,电视机,Televisions,337.188,M06,
2015-07,CUUR0000SERA01,电视机,Televisions,327.025,M07,
2015-08,CUUR0000SERA01,电视机,Televisions,322.77,M08,
2015-09,CUUR0000SERA01,电视机,Televisions,318.635,M09,
2015-10,CUUR0000SERA01,电视机,Televisions,315.83,M10,
2015-11,CUUR0000SERA01,电视机,Televisions,310.939,M11,
2015-12,CUUR0000SERA01,电视机,Televisions,298.712,M12,
2016-01,CUUR0000SERA01,电视机,Televisions,296.661,M01,
2016-02,CUUR0000SERA01,电视机,Televisions,294.228,M02,
2016-03,CUUR0000SERA01,电视机,Televisions,288.708,M03,
2016-04,CUUR0000SERA01,电视机,Televisions,283.408,M04,
2016-05,CUUR0000SERA01,电视机,Televisions,278.815,M05,
2016-06,CUUR0000SERA01,电视机,Televisions,271.592,M06,
2016-07,CUUR0000SERA01,电视机,Televisions,261.218,M07,
2016-08,CUUR0000SERA01,电视机,Televisions,256.397,M08,
2016-09,CUUR0000SERA01,电视机,Televisions,248.737,M09,
2016-10,CUUR0000SERA01,电视机,Televisions,247.292,M10,
2016-11,CUUR0000SERA01,电视机,Televisions,233.821,M11,
2016-12,CUUR0000SERA01,电视机,Televisions,225.545,M12,
2017-01,CUUR0000SERA01,电视机,Televisions,231.938,M01,
2017-02,CUUR0000SERA01,电视机,Televisions,235.151,M02,
2017-03,CUUR0000SERA01,电视机,Televisions,234.087,M03,
2017-04,CUUR0000SERA01,电视机,Televisions,232.589,M04,
2017-05,CUUR0000SERA01,电视机,Televisions,234.351,M05,
2017-06,CUUR0000SERA01,电视机,Televisions,240.598,M06,
2017-07,CUUR0000SERA01,电视机,Televisions,235.554,M07,
2017-08,CUUR0000SERA01,电视机,Televisions,231.651,M08,
2017-09,CUUR0000SERA01,电视机,Televisions,227.727,M09,
2017-10,CUUR0000SERA01,电视机,Televisions,221.923,M10,
2017-11,CUUR0000SERA01,电视机,Televisions,216.277,M11,
2017-12,CUUR0000SERA01,电视机,Televisions,211.403,M12,
1998-01,CUUR0000SA0,CPI总指数,All items,161.6,M01,
1998-02,CUUR0000SA0,CPI总指数,All items,161.9,M02,
1998-03,CUUR0000SA0,CPI总指数,All items,162.2,M03,
1998-04,CUUR0000SA0,CPI总指数,All items,162.5,M04,
1998-05,CUUR0000SA0,CPI总指数,All items,162.8,M05,
1998-06,CUUR0000SA0,CPI总指数,All items,163.0,M06,
1998-07,CUUR0000SA0,CPI总指数,All items,163.2,M07,
1998-08,CUUR0000SA0,CPI总指数,All items,163.4,M08,
1998-09,CUUR0000SA0,CPI总指数,All items,163.6,M09,
1998-10,CUUR0000SA0,CPI总指数,All items,164.0,M10,
1998-11,CUUR0000SA0,CPI总指数,All items,164.0,M11,
1998-12,CUUR0000SA0,CPI总指数,All items,163.9,M12,
1999-01,CUUR0000SA0,CPI总指数,All items,164.3,M01,
1999-02,CUUR0000SA0,CPI总指数,All items,164.5,M02,
1999-03,CUUR0000SA0,CPI总指数,All items,165.0,M03,
1999-04,CUUR0000SA0,CPI总指数,All items,166.2,M04,
1999-05,CUUR0000SA0,CPI总指数,All items,166.2,M05,
1999-06,CUUR0000SA0,CPI总指数,All items,166.2,M06,
1999-07,CUUR0000SA0,CPI总指数,All items,166.7,M07,
1999-08,CUUR0000SA0,CPI总指数,All items,167.1,M08,
1999-09,CUUR0000SA0,CPI总指数,All items,167.9,M09,
1999-10,CUUR0000SA0,CPI总指数,All items,168.2,M10,
1999-11,CUUR0000SA0,CPI总指数,All items,168.3,M11,
1999-12,CUUR0000SA0,CPI总指数,All items,168.3,M12,
2000-01,CUUR0000SA0,CPI总指数,All items,168.8,M01,
2000-02,CUUR0000SA0,CPI总指数,All items,169.8,M02,
2000-03,CUUR0000SA0,CPI总指数,All items,171.2,M03,
2000-04,CUUR0000SA0,CPI总指数,All items,171.3,M04,
2000-05,CUUR0000SA0,CPI总指数,All items,171.5,M05,
2000-06,CUUR0000SA0,CPI总指数,All items,172.4,M06,
2000-07,CUUR0000SA0,CPI总指数,All items,172.8,M07,
2000-08,CUUR0000SA0,CPI总指数,All items,172.8,M08,
2000-09,CUUR0000SA0,CPI总指数,All items,173.7,M09,
2000-10,CUUR0000SA0,CPI总指数,All items,174.0,M10,
2000-11,CUUR0000SA0,CPI总指数,All items,174.1,M11,
2000-12,CUUR0000SA0,CPI总指数,All items,174.0,M12,
2001-01,CUUR0000SA0,CPI总指数,All items,175.1,M01,
2001-02,CUUR0000SA0,CPI总指数,All items,175.8,M02,
2001-03,CUUR0000SA0,CPI总指数,All items,176.2,M03,
2001-04,CUUR0000SA0,CPI总指数,All items,176.9,M04,
2001-05,CUUR0000SA0,CPI总指数,All items,177.7,M05,
2001-06,CUUR0000SA0,CPI总指数,All items,178.0,M06,
2001-07,CUUR0000SA0,CPI总指数,All items,177.5,M07,
2001-08,CUUR0000SA0,CPI总指数,All items,177.5,M08,
2001-09,CUUR0000SA0,CPI总指数,All items,178.3,M09,
2001-10,CUUR0000SA0,CPI总指数,All items,177.7,M10,
2001-11,CUUR0000SA0,CPI总指数,All items,177.4,M11,
2001-12,CUUR0000SA0,CPI总指数,All items,176.7,M12,
2002-01,CUUR0000SA0,CPI总指数,All items,177.1,M01,
2002-02,CUUR0000SA0,CPI总指数,All items,177.8,M02,
2002-03,CUUR0000SA0,CPI总指数,All items,178.8,M03,
2002-04,CUUR0000SA0,CPI总指数,All items,179.8,M04,
2002-05,CUUR0000SA0,CPI总指数,All items,179.8,M05,
2002-06,CUUR0000SA0,CPI总指数,All items,179.9,M06,
2002-07,CUUR0000SA0,CPI总指数,All items,180.1,M07,
2002-08,CUUR0000SA0,CPI总指数,All items,180.7,M08,
2002-09,CUUR0000SA0,CPI总指数,All items,181.0,M09,
2002-10,CUUR0000SA0,CPI总指数,All items,181.3,M10,
2002-11,CUUR0000SA0,CPI总指数,All items,181.3,M11,
2002-12,CUUR0000SA0,CPI总指数,All items,180.9,M12,
2003-01,CUUR0000SA0,CPI总指数,All items,181.7,M01,
2003-02,CUUR0000SA0,CPI总指数,All items,183.1,M02,
2003-03,CUUR0000SA0,CPI总指数,All items,184.2,M03,
2003-04,CUUR0000SA0,CPI总指数,All items,183.8,M04,
2003-05,CUUR0000SA0,CPI总指数,All items,183.5,M05,
2003-06,CUUR0000SA0,CPI总指数,All items,183.7,M06,
2003-07,CUUR0000SA0,CPI总指数,All items,183.9,M07,
2003-08,CUUR0000SA0,CPI总指数,All items,184.6,M08,
2003-09,CUUR0000SA0,CPI总指数,All items,185.2,M09,
2003-10,CUUR0000SA0,CPI总指数,All items,185.0,M10,
2003-11,CUUR0000SA0,CPI总指数,All items,184.5,M11,
2003-12,CUUR0000SA0,CPI总指数,All items,184.3,M12,
2004-01,CUUR0000SA0,CPI总指数,All items,185.2,M01,
2004-02,CUUR0000SA0,CPI总指数,All items,186.2,M02,
2004-03,CUUR0000SA0,CPI总指数,All items,187.4,M03,
2004-04,CUUR0000SA0,CPI总指数,All items,188.0,M04,
2004-05,CUUR0000SA0,CPI总指数,All items,189.1,M05,
2004-06,CUUR0000SA0,CPI总指数,All items,189.7,M06,
2004-07,CUUR0000SA0,CPI总指数,All items,189.4,M07,
2004-08,CUUR0000SA0,CPI总指数,All items,189.5,M08,
2004-09,CUUR0000SA0,CPI总指数,All items,189.9,M09,
2004-10,CUUR0000SA0,CPI总指数,All items,190.9,M10,
2004-11,CUUR0000SA0,CPI总指数,All items,191.0,M11,
2004-12,CUUR0000SA0,CPI总指数,All items,190.3,M12,
2005-01,CUUR0000SA0,CPI总指数,All items,190.7,M01,
2005-02,CUUR0000SA0,CPI总指数,All items,191.8,M02,
2005-03,CUUR0000SA0,CPI总指数,All items,193.3,M03,
2005-04,CUUR0000SA0,CPI总指数,All items,194.6,M04,
2005-05,CUUR0000SA0,CPI总指数,All items,194.4,M05,
2005-06,CUUR0000SA0,CPI总指数,All items,194.5,M06,
2005-07,CUUR0000SA0,CPI总指数,All items,195.4,M07,
2005-08,CUUR0000SA0,CPI总指数,All items,196.4,M08,
2005-09,CUUR0000SA0,CPI总指数,All items,198.8,M09,
2005-10,CUUR0000SA0,CPI总指数,All items,199.2,M10,
2005-11,CUUR0000SA0,CPI总指数,All items,197.6,M11,
2005-12,CUUR0000SA0,CPI总指数,All items,196.8,M12,
2006-01,CUUR0000SA0,CPI总指数,All items,198.3,M01,
2006-02,CUUR0000SA0,CPI总指数,All items,198.7,M02,
2006-03,CUUR0000SA0,CPI总指数,All items,199.8,M03,
2006-04,CUUR0000SA0,CPI总指数,All items,201.5,M04,
2006-05,CUUR0000SA0,CPI总指数,All items,202.5,M05,
2006-06,CUUR0000SA0,CPI总指数,All items,202.9,M06,
2006-07,CUUR0000SA0,CPI总指数,All items,203.5,M07,
2006-08,CUUR0000SA0,CPI总指数,All items,203.9,M08,
2006-09,CUUR0000SA0,CPI总指数,All items,202.9,M09,
2006-10,CUUR0000SA0,CPI总指数,All items,201.8,M10,
2006-11,CUUR0000SA0,CPI总指数,All items,201.5,M11,
2006-12,CUUR0000SA0,CPI总指数,All items,201.8,M12,
2007-01,CUUR0000SA0,CPI总指数,All items,202.416,M01,
2007-02,CUUR0000SA0,CPI总指数,All items,203.499,M02,
2007-03,CUUR0000SA0,CPI总指数,All items,205.352,M03,
2007-04,CUUR0000SA0,CPI总指数,All items,206.686,M04,
2007-05,CUUR0000SA0,CPI总指数,All items,207.949,M05,
2007-06,CUUR0000SA0,CPI总指数,All items,208.352,M06,
2007-07,CUUR0000SA0,CPI总指数,All items,208.299,M07,
2007-08,CUUR0000SA0,CPI总指数,All items,207.917,M08,
2007-09,CUUR0000SA0,CPI总指数,All items,208.49,M09,
2007-10,CUUR0000SA0,CPI总指数,All items,208.936,M10,
2007-11,CUUR0000SA0,CPI总指数,All items,210.177,M11,
2007-12,CUUR0000SA0,CPI总指数,All items,210.036,M12,
2008-01,CUUR0000SA0,CPI总指数,All items,211.08,M01,
2008-02,CUUR0000SA0,CPI总指数,All items,211.693,M02,
2008-03,CUUR0000SA0,CPI总指数,All items,213.528,M03,
2008-04,CUUR0000SA0,CPI总指数,All items,214.823,M04,
2008-05,CUUR0000SA0,CPI总指数,All items,216.632,M05,
2008-06,CUUR0000SA0,CPI总指数,All items,218.815,M06,
2008-07,CUUR0000SA0,CPI总指数,All items,219.964,M07,
2008-08,CUUR0000SA0,CPI总指数,All items,219.086,M08,
2008-09,CUUR0000SA0,CPI总指数,All items,218.783,M09,
2008-10,CUUR0000SA0,CPI总指数,All items,216.573,M10,
2008-11,CUUR0000SA0,CPI总指数,All items,212.425,M11,
2008-12,CUUR0000SA0,CPI总指数,All items,210.228,M12,
2009-01,CUUR0000SA0,CPI总指数,All items,211.143,M01,
2009-02,CUUR0000SA0,CPI总指数,All items,212.193,M02,
2009-03,CUUR0000SA0,CPI总指数,All items,212.709,M03,
2009-04,CUUR0000SA0,CPI总指数,All items,213.24,M04,
2009-05,CUUR0000SA0,CPI总指数,All items,213.856,M05,
2009-06,CUUR0000SA0,CPI总指数,All items,215.693,M06,
2009-07,CUUR0000SA0,CPI总指数,All items,215.351,M07,
2009-08,CUUR0000SA0,CPI总指数,All items,215.834,M08,
2009-09,CUUR0000SA0,CPI总指数,All items,215.969,M09,
2009-10,CUUR0000SA0,CPI总指数,All items,216.177,M10,
2009-11,CUUR0000SA0,CPI总指数,All items,216.33,M11,
2009-12,CUUR0000SA0,CPI总指数,All items,215.949,M12,
2010-01,CUUR0000SA0,CPI总指数,All items,216.687,M01,
2010-02,CUUR0000SA0,CPI总指数,All items,216.741,M02,
2010-03,CUUR0000SA0,CPI总指数,All items,217.631,M03,
2010-04,CUUR0000SA0,CPI总指数,All items,218.009,M04,
2010-05,CUUR0000SA0,CPI总指数,All items,218.178,M05,
2010-06,CUUR0000SA0,CPI总指数,All items,217.965,M06,
2010-07,CUUR0000SA0,CPI总指数,All items,218.011,M07,
2010-08,CUUR0000SA0,CPI总指数,All items,218.312,M08,
2010-09,CUUR0000SA0,CPI总指数,All items,218.439,M09,
2010-10,CUUR0000SA0,CPI总指数,All items,218.711,M10,
2010-11,CUUR0000SA0,CPI总指数,All items,218.803,M11,
2010-12,CUUR0000SA0,CPI总指数,All items,219.179,M12,
2011-01,CUUR0000SA0,CPI总指数,All items,220.223,M01,
2011-02,CUUR0000SA0,CPI总指数,All items,221.309,M02,
2011-03,CUUR0000SA0,CPI总指数,All items,223.467,M03,
2011-04,CUUR0000SA0,CPI总指数,All items,224.906,M04,
2011-05,CUUR0000SA0,CPI总指数,All items,225.964,M05,
2011-06,CUUR0000SA0,CPI总指数,All items,225.722,M06,
2011-07,CUUR0000SA0,CPI总指数,All items,225.922,M07,
2011-08,CUUR0000SA0,CPI总指数,All items,226.545,M08,
2011-09,CUUR0000SA0,CPI总指数,All items,226.889,M09,
2011-10,CUUR0000SA0,CPI总指数,All items,226.421,M10,
2011-11,CUUR0000SA0,CPI总指数,All items,226.23,M11,
2011-12,CUUR0000SA0,CPI总指数,All items,225.672,M12,
2012-01,CUUR0000SA0,CPI总指数,All items,226.665,M01,
2012-02,CUUR0000SA0,CPI总指数,All items,227.663,M02,
2012-03,CUUR0000SA0,CPI总指数,All items,229.392,M03,
2012-04,CUUR0000SA0,CPI总指数,All items,230.085,M04,
2012-05,CUUR0000SA0,CPI总指数,All items,229.815,M05,
2012-06,CUUR0000SA0,CPI总指数,All items,229.478,M06,
2012-07,CUUR0000SA0,CPI总指数,All items,229.104,M07,
2012-08,CUUR0000SA0,CPI总指数,All items,230.379,M08,
2012-09,CUUR0000SA0,CPI总指数,All items,231.407,M09,
2012-10,CUUR0000SA0,CPI总指数,All items,231.317,M10,
2012-11,CUUR0000SA0,CPI总指数,All items,230.221,M11,
2012-12,CUUR0000SA0,CPI总指数,All items,229.601,M12,
2013-01,CUUR0000SA0,CPI总指数,All items,230.28,M01,
2013-02,CUUR0000SA0,CPI总指数,All items,232.166,M02,
2013-03,CUUR0000SA0,CPI总指数,All items,232.773,M03,
2013-04,CUUR0000SA0,CPI总指数,All items,232.531,M04,
2013-05,CUUR0000SA0,CPI总指数,All items,232.945,M05,
2013-06,CUUR0000SA0,CPI总指数,All items,233.504,M06,
2013-07,CUUR0000SA0,CPI总指数,All items,233.596,M07,
2013-08,CUUR0000SA0,CPI总指数,All items,233.877,M08,
2013-09,CUUR0000SA0,CPI总指数,All items,234.149,M09,
2013-10,CUUR0000SA0,CPI总指数,All items,233.546,M10,
2013-11,CUUR0000SA0,CPI总指数,All items,233.069,M11,
2013-12,CUUR0000SA0,CPI总指数,All items,233.049,M12,
2014-01,CUUR0000SA0,CPI总指数,All items,233.916,M01,
2014-02,CUUR0000SA0,CPI总指数,All items,234.781,M02,
2014-03,CUUR0000SA0,CPI总指数,All items,236.293,M03,
2014-04,CUUR0000SA0,CPI总指数,All items,237.072,M04,
2014-05,CUUR0000SA0,CPI总指数,All items,237.9,M05,
2014-06,CUUR0000SA0,CPI总指数,All items,238.343,M06,
2014-07,CUUR0000SA0,CPI总指数,All items,238.25,M07,
2014-08,CUUR0000SA0,CPI总指数,All items,237.852,M08,
2014-09,CUUR0000SA0,CPI总指数,All items,238.031,M09,
2014-10,CUUR0000SA0,CPI总指数,All items,237.433,M10,
2014-11,CUUR0000SA0,CPI总指数,All items,236.151,M11,
2014-12,CUUR0000SA0,CPI总指数,All items,234.812,M12,
2015-01,CUUR0000SA0,CPI总指数,All items,233.707,M01,
2015-02,CUUR0000SA0,CPI总指数,All items,234.722,M02,
2015-03,CUUR0000SA0,CPI总指数,All items,236.119,M03,
2015-04,CUUR0000SA0,CPI总指数,All items,236.599,M04,
2015-05,CUUR0000SA0,CPI总指数,All items,237.805,M05,
2015-06,CUUR0000SA0,CPI总指数,All items,238.638,M06,
2015-07,CUUR0000SA0,CPI总指数,All items,238.654,M07,
2015-08,CUUR0000SA0,CPI总指数,All items,238.316,M08,
2015-09,CUUR0000SA0,CPI总指数,All items,237.945,M09,
2015-10,CUUR0000SA0,CPI总指数,All items,237.838,M10,
2015-11,CUUR0000SA0,CPI总指数,All items,237.336,M11,
2015-12,CUUR0000SA0,CPI总指数,All items,236.525,M12,
2016-01,CUUR0000SA0,CPI总指数,All items,236.916,M01,
2016-02,CUUR0000SA0,CPI总指数,All items,237.111,M02,
2016-03,CUUR0000SA0,CPI总指数,All items,238.132,M03,
2016-04,CUUR0000SA0,CPI总指数,All items,239.261,M04,
2016-05,CUUR0000SA0,CPI总指数,All items,240.229,M05,
2016-06,CUUR0000SA0,CPI总指数,All items,241.018,M06,
2016-07,CUUR0000SA0,CPI总指数,All items,240.628,M07,
2016-08,CUUR0000SA0,CPI总指数,All items,240.849,M08,
2016-09,CUUR0000SA0,CPI总指数,All items,241.428,M09,
2016-10,CUUR0000SA0,CPI总指数,All items,241.729,M10,
2016-11,CUUR0000SA0,CPI总指数,All items,241.353,M11,
2016-12,CUUR0000SA0,CPI总指数,All items,241.432,M12,
2017-01,CUUR0000SA0,CPI总指数,All items,242.839,M01,
2017-02,CUUR0000SA0,CPI总指数,All items,243.603,M02,
2017-03,CUUR0000SA0,CPI总指数,All items,243.801,M03,
2017-04,CUUR0000SA0,CPI总指数,All items,244.524,M04,
2017-05,CUUR0000SA0,CPI总指数,All items,244.733,M05,
2017-06,CUUR0000SA0,CPI总指数,All items,244.955,M06,
2017-07,CUUR0000SA0,CPI总指数,All items,244.786,M07,
2017-08,CUUR0000SA0,CPI总指数,All items,245.519,M08,
2017-09,CUUR0000SA0,CPI总指数,All items,246.819,M09,
2017-10,CUUR0000SA0,CPI总指数,All items,246.663,M10,
2017-11,CUUR0000SA0,CPI总指数,All items,246.669,M11,
2017-12,CUUR0000SA0,CPI总指数,All items,246.524,M12,
1998-01,CUUR0000SEEA,大学教科书,Educational books and supplies（SEEA聚合）,245.1,M01,
